"water"
240.1
245.833333333333
251.566666666667
257.3
263.033333333333
268.766666666667
274.5
293.846666666667
314.92
337.553333333333
361.746666666667
387.5
330.8
340.333333333333
349.866666666667
359.4
368.933333333333
378.466666666667
388
414.666666666667
444.366666666667
476.266666666667
510.366666666667
546.666666666667
98.3
110.333333333333
122.366666666667
134.4
146.433333333333
158.466666666667
170.5
183.02
196.18
210.313333333333
225.42
241.5
66.5333333333333
74.3333333333333
82.1333333333333
89.9333333333334
97.7333333333333
105.533333333333
113.333333333333
120.82
129.446666666667
138.713333333333
148.62
159.166666666667
